4.3230e-01	4.4970e-01	0.0000e+00	4.4764e-01	0.0000e+00	0.0000e+00	4.6797e-01	0.0000e+00	0.0000e+00
5.4379e-01	5.2640e-01	0.0000e+00	4.0405e-02	0.0000e+00	0.0000e+00	2.0082e-02	0.0000e+00	0.0000e+00
0.0000e+00	4.4797e-01	4.8011e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
5.4337e-01	4.0077e-02	7.9351e-03	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	4.3053e-02	8.1319e-03	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
5.4285e-01	0.0000e+00	0.0000e+00	3.8384e-02	4.9579e-02	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	3.6959e-01	5.3781e-02	4.8031e-02	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.1014e-02	4.3536e-02	0.0000e+00	0.0000e+00	0.0000e+00
3.8075e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.9002e-02	4.9654e-02	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.4499e-01	3.7595e-01	4.6302e-02
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.7461e-01	2.7878e-01
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.7628e-01	3.7212e-01
