4.0575e-01	4.3523e-01	0.0000e+00	4.3255e-01	0.0000e+00	0.0000e+00	4.6690e-01	0.0000e+00	0.0000e+00
5.7034e-01	5.4087e-01	0.0000e+00	5.5498e-02	0.0000e+00	0.0000e+00	2.1145e-02	0.0000e+00	0.0000e+00
0.0000e+00	4.3391e-01	4.8007e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
5.6873e-01	5.4140e-02	7.9791e-03	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	5.9937e-02	8.1780e-03	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
5.6800e-01	0.0000e+00	0.0000e+00	5.1871e-02	7.4031e-02	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	3.8642e-01	8.1056e-02	7.3615e-02	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	7.7736e-02	6.7805e-02	0.0000e+00	0.0000e+00	0.0000e+00
4.0675e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.9978e-02	7.5149e-02	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.4603e-01	4.0231e-01	7.0885e-02
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.4792e-01	2.5382e-01
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.0297e-01	3.9708e-01
